entry_age,Age,YOS,RealPenWealth
20,20,0,0
20,21,1,1161.8581907090465
20,22,2,2433.58927555107
20,23,3,3805.7296299632885
20,24,4,5247.649314856408
20,25,5,6752.416438409945
20,26,6,8318.705259729486
20,27,7,9944.925870585717
20,28,8,11631.241235893123
20,29,9,13375.674455155775
20,30,10,15179.784784147874
20,31,11,17041.317747402303
20,32,12,18961.70347876317
20,33,13,20938.42191474987
20,34,14,22970.972451713296
20,35,15,25060.603615261054
20,36,16,27206.73806199628
20,37,17,29410.596378974038
20,38,18,31671.526467668034
20,39,19,33990.72057773386
20,40,20,36366.9878255744
20,41,21,38801.47499182682
20,42,22,41290.91965932346
20,43,23,43836.359913379456
20,44,24,46438.852321154285
20,45,25,49099.472253212334
20,46,26,51819.314210625154
20,47,27,54599.49215771104
20,48,28,57441.13986050833
20,49,29,60345.41123108097
20,50,30,70892.8129171764
20,51,31,85686.94720074344
20,52,32,103396.88060174327
20,53,33,124576.14359447823
20,54,34,149883.6497700507
20,55,35,180096.37642772822
20,56,36,185179.81369691523
20,57,37,190184.63621747043
20,58,38,195065.56971505238
20,59,39,199802.70486305343
20,60,40,204374.122525809
20,61,41,208886.73532778095
20,62,42,213248.35529319284
20,63,43,217398.13269361685
20,64,44,221307.33781849683
20,65,45,224944.32690221674
20,66,46,228436.31861739408
20,67,47,231705.66763822126
20,68,48,234645.2614230525
20,69,49,237214.23359030066
20,70,50,239367.4352762748
20,71,51,241370.5486674637
20,72,52,243115.83158948304
20,73,53,244417.03420156232
20,74,54,245219.44942626296
20,75,55,245462.0325646584
20,76,56,245672.7070195385
20,77,57,245660.1548807093
20,78,58,245086.0817294736
20,79,59,243875.56432142126
20,80,60,241943.75967708736
20,81,61,240337.7696660238
20,82,62,238628.04545055688
20,83,63,236272.37326645965
20,84,64,233167.51452626934
20,85,65,229193.8248560111
20,86,66,226067.40693669193
20,87,67,230885.3085917934
20,88,68,237391.64128829056
20,89,69,244028.06831258486
20,90,70,250796.9536678451
20,91,71,257700.70282514175
20,92,72,264741.76344056166
20,93,73,271922.62608465034
20,94,74,279245.82498439314
20,95,75,286713.9387779503
20,96,76,294329.59128236515
20,97,77,302095.45227446663
20,98,78,310014.2382851941
20,99,79,318088.71340757265
20,100,80,326321.6901185748
20,101,81,334716.03011510515
20,102,82,343274.6451643511
20,103,83,352000.4979687456
20,104,84,360896.60304579214
20,105,85,369966.0276230078
20,106,86,379211.89254824165
20,107,87,388637.3732156348
20,108,88,398245.7005074868
20,109,89,408040.1617523051
20,110,90,418024.10169931105
20,111,91,428200.92350968736
20,112,92,438574.0897648527
20,113,93,449147.1234920557
20,114,94,459923.6092075849
20,115,95,470907.1939778972
20,116,96,482101.5884989715
20,117,97,493510.56819419994
20,118,98,505137.9743311341
20,119,99,516987.71515741147
20,120,100,529063.7670561866
22,22,0,0
22,23,1,2091.4327628361857
22,24,2,4380.6450588158305
22,25,3,6850.601646784674
22,26,4,9446.166315932052
22,27,5,12154.86113583778
22,28,6,14974.299672456995
22,29,7,17901.619970529337
22,30,8,20937.11537924671
22,31,9,24077.227327951245
22,32,10,27324.76259516195
22,33,11,30675.662954244413
22,34,12,34132.5027544615
22,35,13,37690.74569063423
22,36,14,41349.49063826968
22,37,15,45110.98503804683
22,38,16,48974.18962811316
22,39,17,52941.30155763655
22,40,18,57011.146999868215
22,41,19,61185.8720945102
22,42,20,65463.33316086922
22,43,21,69845.5944909695
22,44,22,74326.78348675645
22,45,23,78908.76878044012
22,46,24,83593.45227295054
22,47,25,88382.76971277109
22,48,26,93278.6912847473
22,49,27,98283.22220904335
22,50,28,103398.40335041961
22,51,29,120773.60227976694
22,52,30,146303.30944437167
22,53,31,176910.198742712
22,54,32,213568.2906468629
22,55,33,257430.81137269503
22,56,34,309870.1662705853
22,57,35,318730.84007432294
22,58,36,327380.1021167179
22,59,37,335783.3646127783
22,60,38,343902.5287727735
22,61,39,351919.98974494473
22,62,40,359677.8471304913
22,63,41,367071.3097907692
22,64,42,374050.4050821698
22,65,43,380560.0650008538
22,66,44,386818.5109598138
22,67,45,392692.03541108896
22,68,46,397995.7337472987
22,69,47,402658.46040430875
22,70,48,406601.57393094455
22,71,49,410283.28080837964
22,72,50,413517.71694474167
22,73,51,415982.75399969093
22,74,52,417583.15118127887
22,75,53,418212.5618513161
22,76,54,418784.899895091
22,77,55,418969.61366674816
22,78,56,418180.51992985996
22,79,57,416287.15420518053
22,80,58,413141.6422835576
22,81,59,410561.4479715207
22,82,60,407802.8483906476
22,83,61,403924.80934583157
22,84,62,398747.6102881498
22,85,63,392062.70347031666
22,86,64,386855.1881816912
22,87,65,392873.1462929374
22,88,66,404129.15265599027
22,89,67,415611.04677648563
22,90,68,427322.9385341726
22,91,69,439269.00993752544
22,92,70,451453.5163713391
22,93,71,463880.7878657728
22,94,72,476555.2303872116
22,95,73,489481.3271513169
22,96,74,502663.63995864935
22,97,75,516106.81055324886
22,98,76,529815.562004567
22,99,77,543794.7001131523
22,100,78,558049.114840493
22,101,79,572583.7817634351
22,102,80,587403.7635535959
22,103,81,602514.2114821987
22,104,82,617920.3669507693
22,105,83,633627.5630481342
22,106,84,649641.2261341723
22,107,85,665966.8774507801
22,108,86,682610.1347605137
22,109,87,699576.714013387
22,110,88,716872.4310423034
22,111,89,734503.2032876161
22,112,90,752475.0515513137
22,113,91,770794.1017813403
22,114,92,789466.5868865664
22,115,93,808498.8485829352
22,116,94,827897.3392713206
22,117,95,847668.6239476382
22,118,96,867819.3821457628
22,119,97,888356.4099138175
22,120,98,909286.6218244004
27,27,0,0
27,28,1,2564.713936430318
27,29,2,5371.963962955082
27,30,3,8400.859845293206
27,31,4,11583.788313355002
27,32,5,14905.447741090074
27,33,6,18362.911655908923
27,34,7,21952.670455842926
27,35,8,25675.083873594987
27,36,9,29525.788051085532
27,37,10,33508.22492731067
27,38,11,37617.41791847034
27,39,12,41856.52393668193
27,40,13,46219.980132725905
27,41,14,50706.68146197138
27,42,15,55319.38395011188
27,43,16,60056.813155336946
27,44,17,64921.66343110196
27,45,18,69912.49531931148
27,46,19,75031.94062075831
27,47,20,80277.37055012025
27,48,21,85651.31653877653
27,49,22,91146.57704798238
27,50,23,96765.4435724281
27,51,24,102510.2484040753
27,52,25,108383.36534197738
27,53,26,120726.52344090446
27,54,27,141063.37008407596
27,55,28,171761.47238815983
27,56,29,208713.84897608502
27,57,30,253141.3682391649
27,58,31,306488.03210383747
27,59,32,342098.38059241243
27,60,33,351739.2865122359
27,61,34,361267.09736929834
27,62,35,370512.742894362
27,63,36,379362.1417130508
27,64,37,387759.2306265773
27,65,38,395642.1487552415
27,66,39,403245.3520849034
27,67,40,410423.2938885971
27,68,41,416973.27398767107
27,69,42,422815.28061740036
27,70,43,427860.7496232449
27,71,44,432610.1514293829
27,72,45,436860.09327374626
27,73,46,440255.4936411954
27,74,47,442689.244197148
27,75,48,444041.5285297439
27,76,49,445321.89771237556
27,77,50,446166.99749824055
27,78,51,445927.1847899983
27,79,52,444455.6575051253
27,80,53,441585.6146918374
27,81,54,439340.49482438044
27,82,55,436897.73631664726
27,83,56,433209.4686985561
27,84,57,428073.6191837351
27,85,58,421254.90395959665
27,86,59,416097.73327582126
27,87,60,416747.1999745878
27,88,61,429237.96805019455
27,89,62,441981.81657265284
27,90,63,454983.36527102947
27,91,64,468247.31505517394
27,92,65,481778.4494206305
27,93,66,495581.63587770856
27,94,67,509661.82740512723
27,95,68,524024.0639286525
27,96,69,538673.4738251591
27,97,70,553615.275452551
27,98,71,568854.7787059834
27,99,72,584397.3866008399
27,100,73,600248.5968829198
27,101,74,616414.0036663065
27,102,75,632899.2990993875
27,103,76,649710.2750595117
27,104,77,666852.8248767733
27,105,78,684332.9450874231
27,106,79,702156.7372174129
27,107,80,720330.4095965934
27,108,81,738860.2792040858
27,109,82,757752.7735453682
27,110,83,777014.4325616142
27,111,84,796651.9105718401
27,112,85,816671.9782484241
27,113,86,837081.5246265654
27,114,87,857887.5591482699
27,115,88,879097.2137414508
27,116,89,900717.7449347475
27,117,90,922756.5360086762
27,118,91,945221.0991837324
27,119,92,968119.0778460816
27,120,93,991458.2488114785
32,32,0,0
32,33,1,2811.080684596577
32,34,2,5887.995507066251
32,35,3,9207.847514555875
32,36,4,12696.528497618874
32,37,5,16337.266954052911
32,38,6,20126.855293937926
32,39,7,24061.44678249213
32,40,8,28141.435708387784
32,41,9,32362.039020781063
32,42,10,36727.02929176748
32,43,11,41230.95188627178
32,44,12,45877.26696979239
32,45,13,50659.877325103545
32,46,14,55577.571756846046
32,47,15,60633.371034893375
32,48,16,65825.87829439208
32,49,17,71158.046708734415
32,50,18,76628.29854529655
32,51,19,82239.51841599144
32,52,20,89629.33660337179
32,53,21,101986.16272461061
32,54,22,115689.47108379303
32,55,23,130886.3241828965
32,56,24,147718.61458309504
32,57,25,166382.29677851533
32,58,26,187061.1234670708
32,59,27,218565.39509036636
32,60,28,266530.11245550174
32,61,29,324276.4582515106
32,62,30,334144.1149012904
32,63,31,343630.9078992252
32,64,32,352680.91619222524
32,65,33,361232.34353844373
32,66,34,369505.7060858545
32,67,35,377361.416124952
32,68,36,384603.3632610144
32,69,37,391151.5102042286
32,70,38,396917.12742509984
32,71,39,402381.49233583064
32,72,40,407348.19176861184
32,73,41,411471.30301535386
32,74,42,414643.68697286036
32,75,43,416745.25036152
32,76,44,418761.3216511211
32,77,45,420339.029063158
32,78,46,420841.17877917696
32,79,47,420120.8485076339
32,80,48,418010.6495159873
32,81,49,416505.53945091006
32,82,50,414800.46265833225
32,83,51,411861.36515417864
32,84,52,407486.18564808706
32,85,53,401438.77858086076
32,86,54,397042.5968456469
32,87,55,392316.5131481889
32,88,56,404693.1318594001
32,89,57,417323.10704117717
32,90,58,430211.0795013326
32,91,59,443361.77170918306
32,92,60,456779.98920956877
32,93,61,470470.62206119386
32,94,62,484438.64629970543
32,95,63,498689.1254259343
32,96,64,513227.21191973006
32,97,65,528058.1487798298
32,98,66,543187.2710902047
32,99,67,558620.0076133418
32,100,68,574361.8824109198
32,101,69,590418.5164923506
32,102,70,606795.6294916648
32,103,71,623499.0413732241
32,104,72,640534.6741667592
32,105,73,657908.5537322336
32,106,74,675626.811555043
32,107,75,693695.6865720759
32,108,76,712121.5270291589
32,109,77,730910.7923704276
32,110,78,750070.0551601704
32,111,79,769606.0030377011
32,112,80,789525.4407058281
32,113,81,809835.2919534938
32,114,82,830542.6017131732
32,115,83,851654.5381536237
32,116,84,873178.394808596
32,117,85,895121.5927421215
32,118,86,917491.682751
32,119,87,940296.3476051315
32,120,88,963543.4043263345
37,37,0,0
37,38,1,2730.102689486552
37,39,2,5718.381709073298
37,40,3,8942.599691861464
37,41,4,12330.783242341
37,42,5,15866.643990163733
37,43,6,19547.06674553254
37,44,7,23368.315585451306
37,45,8,27330.773440431596
37,46,9,31429.795043603535
37,47,10,35669.04429166019
37,48,11,40043.22367963464
37,49,12,44555.693697030096
37,50,13,49200.53276740884
37,51,14,53976.564585969034
37,52,15,61098.68645443757
37,53,16,70847.75582491324
37,54,17,81773.94578226689
37,55,18,94014.12366711987
37,56,19,107726.65793417704
37,57,20,123036.23295491534
37,58,21,140133.96202726712
37,59,22,159127.85672938067
37,60,23,180233.63799705167
37,61,24,200086.34913373587
37,62,25,220635.91967898066
37,63,26,246694.6641139951
37,64,27,277262.0731316221
37,65,28,285499.36146790645
37,66,29,293491.8960556999
37,67,30,301123.2396081184
37,68,31,308227.9559010609
37,69,32,314735.5017763223
37,70,33,320567.5361396656
37,71,34,326126.23823870014
37,72,35,331246.2520832459
37,73,36,335633.1440523674
37,74,37,339192.49145299644
37,75,38,341818.21538195555
37,76,39,344350.26394510496
37,77,40,346489.38198915846
37,78,41,347688.46540302224
37,79,42,347817.96774285025
37,80,43,346729.8536861862
37,81,44,346147.43066865037
37,82,45,345381.06347871065
37,83,46,343535.8607741982
37,84,47,340433.8397098145
37,85,48,335866.1419250408
37,86,49,332732.5335207864
37,87,50,328854.27273117524
37,88,51,335307.94729932095
37,89,52,346387.3356985439
37,90,53,357695.5201454921
37,91,54,369236.70379939367
37,92,55,381015.16386377456
37,93,56,393035.25286918005
37,94,57,405301.3999779623
37,95,58,417818.11231151404
37,96,59,430589.9763003326
37,97,60,443621.6590573061
37,98,61,456917.90977462
37,99,62,470483.5611446896
37,100,63,484323.5308055293
37,101,64,498442.82281097956
37,102,65,512846.5291262162
37,103,66,527539.8311489766
37,104,67,542528.0012569436
37,105,68,557816.4043817354
37,106,69,573410.4996099578
37,107,70,589315.8418117841
37,108,71,605538.0832975318
37,109,72,622082.9755027196
37,110,73,638956.3707020907
37,111,74,656164.2237530999
37,112,75,673712.5938693698
37,113,76,691607.64642463
37,114,77,709855.6547876613
37,115,78,728463.0021887774
37,116,79,747436.1836183846
37,117,80,766781.807758169
37,118,81,786506.5989454706
37,119,82,806617.3991714146
37,120,83,827121.170113377
42,42,0,0
42,43,1,2664.3520782396085
42,44,2,5580.662679615976
42,45,3,8727.229992347633
42,46,4,12033.813997022991
42,47,5,15484.518605353716
42,48,6,19076.30365242512
42,49,7,22805.52318959316
42,50,8,26672.550925036736
42,51,9,30672.853466482222
42,52,10,36326.16856775291
42,53,11,43692.99108501782
42,54,12,52068.4682040383
42,55,13,61540.62126206554
42,56,14,72233.0537702908
42,57,15,84271.4269915869
42,58,16,97812.3916838478
42,59,17,113014.18631536787
42,60,18,130076.9397008221
42,61,19,146582.11919811124
42,62,20,163864.0829186953
42,63,21,181840.22974497773
42,64,22,200310.9191989803
42,65,23,219181.98738924772
42,66,24,227154.0119349674
42,67,25,234718.6441318748
42,68,26,241730.70343362237
42,69,27,248231.7686188718
42,70,28,254152.7757013654
42,71,29,259822.6875397446
42,72,30,265104.5766159499
42,73,31,269751.13822676014
42,74,32,273679.3110308616
42,75,33,276795.5408074328
42,76,34,279806.1358001227
42,77,35,282460.8417064503
42,78,36,284294.7875495884
42,79,37,285193.96958030283
42,80,38,285027.674229786
42,81,39,285271.00843566604
42,82,40,285339.45752671285
42,83,41,284464.6422767439
42,84,42,282490.1218669742
42,85,43,279231.477904146
42,86,44,277203.0713834828
42,87,45,274519.43892105797
42,88,46,276380.37449402985
42,89,47,286135.5874215564
42,90,48,296094.6180750005
42,91,49,306261.22513004864
42,92,50,316639.2335748277
42,93,51,327232.53585938184
42,94,52,338045.09306492977
42,95,53,349080.9360932408
42,96,54,360344.1668764758
42,97,55,371838.9596078427
42,98,56,383569.56199342565
42,99,57,395540.296525548
42,100,58,407755.5617780421
42,101,59,420219.83372379886
42,102,60,432937.66707498016
42,103,61,445913.6966462828
42,104,62,459152.63874165015
42,105,63,472659.2925648316
42,106,64,486438.5416542013
42,107,65,500495.3553422503
42,108,66,514834.79024017596
42,109,67,529461.9917479994
42,110,68,544382.1955906486
42,111,69,559600.7293804508
42,112,70,575123.0142064908
42,113,71,590954.5662512915
42,114,72,607100.9984352886
42,115,73,623568.0220895737
42,116,74,640361.4486573929
42,117,75,657487.1914248911
42,118,76,674951.2672816059
42,119,77,692759.7985112206
42,120,78,710919.0146130933
47,47,0,0
47,48,1,2767.59902200489
47,49,2,5796.920272056992
47,50,3,9065.420966283007
47,51,4,12500.139197502276
47,52,5,16084.562884312416
47,53,6,19815.53405164199
47,54,7,23689.26546582021
47,55,8,35460.63781752698
47,56,9,43786.03163738631
47,57,10,53324.27366142772
47,58,11,64200.208214326514
47,59,12,76586.05338867377
47,60,13,90620.39794421295
47,61,14,104582.4728205275
47,62,15,119398.95995999605
47,63,16,134991.26106006315
47,64,17,151266.41732932144
47,65,18,168149.33316733124
47,66,19,176879.175535111
47,67,20,185274.19068593532
47,68,21,193238.67711728078
47,69,22,200599.3203017068
47,70,23,207314.05783165412
47,71,24,213645.77779884878
47,72,25,219520.94970564492
47,73,26,224717.97535209422
47,74,27,229257.185586514
47,75,28,233051.42855200227
47,76,29,236717.44877582835
47,77,30,240038.07253630512
47,78,31,242601.15053713688
47,79,32,244300.7662057761
47,80,33,245015.01188431503
47,81,34,246063.99902767714
47,82,35,246930.9259458067
47,83,36,246924.79193768097
47,84,37,245900.46213706693
47,85,38,243685.96218577097
47,86,39,242570.12124868899
47,87,40,240841.06497987165
47,88,41,239468.02154833372
47,89,42,248598.9166111141
47,90,43,257922.9987803456
47,91,44,267443.8451895286
47,92,45,277165.0961804583
47,93,46,287090.45639959635
47,94,47,297223.69591331354
47,95,48,307568.6513423271
47,96,49,318129.22701566305
47,97,50,328909.39614447666
47,98,51,339913.20201607345
47,99,52,351144.7592084766
47,100,53,362608.25482589257
47,101,54,374307.9497554353
47,102,55,386248.17994547077
47,103,56,398433.35770595586
47,104,57,410867.9730311465
47,105,58,423556.5949450605
47,106,59,436503.8728700829
47,107,60,449714.5380191147
47,108,61,463193.4048116641
47,109,62,476945.3723142949
47,110,63,490975.42570584745
47,111,64,505288.63776785764
47,112,65,519890.170400607
47,113,66,534785.276165241
47,114,67,549979.2998524064
47,115,68,565477.6800778579
47,116,69,581285.9509055008
47,117,70,597409.7434983378
47,118,71,613854.7877977983
47,119,72,630626.9142319383
47,120,73,647732.0554530049
52,52,0,0
52,53,1,2831.325183374083
52,54,2,5930.39895656449
52,55,3,9274.159470229477
52,56,4,12787.964811438336
52,57,5,16454.9226950252
52,58,6,20271.80243103927
52,59,7,24234.72958175233
52,60,8,51421.281491606576
52,61,9,62416.197973140836
52,62,10,74368.07175562398
52,63,11,87193.35368417186
52,64,12,100850.51777190865
52,65,13,115215.74101895315
52,66,14,124111.47921227322
52,67,15,132756.40736415642
52,68,16,141057.46927100205
52,69,17,148940.00828901006
52,70,18,156356.02661733062
52,71,19,163532.53387111664
52,72,20,170317.2900972698
52,73,21,176552.57678384412
52,74,22,182063.45252430884
52,75,23,186792.82582020224
52,76,24,191243.13322408905
52,77,25,195276.957845221
52,78,26,198540.4916553247
52,79,27,201025.04313204225
52,80,28,202619.68299111043
52,81,29,204460.61681836285
52,82,30,206109.94835301512
52,83,31,206968.44713119126
52,84,32,206904.86342344497
52,85,33,205762.75168475887
52,86,34,205558.35345930626
52,87,35,204789.0061428564
52,88,36,202830.3298849736
52,89,37,209522.7638658741
52,90,38,218108.703381343
52,91,39,226878.2651526394
52,92,40,235834.86086606662
52,93,41,244981.96257180447
52,94,42,254323.10373150476
52,95,43,263861.8802839225
52,96,44,273601.95172889234
52,97,45,283547.0422299653
52,98,46,293700.94173602434
52,99,47,304067.5071222069
52,100,48,314650.6633504637
52,101,49,325454.4046500916
52,102,50,336482.7957185821
52,103,51,347739.97294313624
52,104,52,359230.1456431977
52,105,53,370957.5973343666
52,106,54,382926.68701406
52,107,55,395141.85046929226
52,108,56,407607.6016069548
52,109,57,420328.5338069806
52,110,58,433309.32129878696
52,111,59,446554.7205613954
52,112,60,460069.5717476342
52,113,61,473858.80013283715
52,114,62,487927.4175884592
52,115,63,502280.52408103534
52,116,64,516923.3091969176
52,117,65,531861.053693233
52,118,66,547099.1310755116
52,119,67,562643.0092024411
52,120,68,578498.2519182157
57,57,0,0
57,58,1,2587.7750611246943
57,59,2,5420.267022818292
57,60,3,8476.397812190962
57,61,4,11687.94620127109
57,62,5,15039.472976458515
57,63,6,18528.025351215674
57,64,7,22150.062166304557
57,65,8,58328.92037644845
57,66,9,66080.18627511959
57,67,10,73761.24908922528
57,68,11,81268.54334964539
57,69,12,88563.02822385222
57,70,13,95540.44192012252
57,71,14,102318.1162230029
57,72,15,108811.22072057551
57,73,16,114896.90269628188
57,74,17,120500.74018251972
57,75,18,125567.3338436745
57,76,19,130463.66558615956
57,77,20,135020.99604865658
57,78,21,139002.36062341867
57,79,22,142248.87463906882
57,80,23,144690.38251177533
57,81,24,147166.04106005008
57,82,25,149391.74526179893
57,83,26,150915.04992940047
57,84,27,151698.41791455523
57,85,28,151616.1960743338
57,86,29,152218.70413039546
57,87,30,152356.2694723393
57,88,31,151538.01559119398
57,89,32,154674.77212877074
57,90,33,161727.92226338017
57,91,34,168934.10360796473
57,92,35,176296.17232369017
57,93,36,183817.03519339339
57,94,37,191499.6505007212
57,95,38,199347.02892440962
57,96,39,207362.23444796214
57,97,40,215548.38528499266
57,98,41,223908.65482050093
57,99,42,232446.27256835398
57,100,43,241164.52514525203
57,101,44,250066.75726146164
57,102,45,259156.37272860322
57,103,46,268436.8354847862
57,104,47,277911.67063738883
57,105,48,287584.46552378644
57,106,49,297458.8707903347
57,107,50,307538.60148992186
57,108,51,317827.4381984086
57,109,52,328329.2281502787
57,110,53,339047.88639383146
57,111,54,349987.39696625
57,112,55,361151.81408888596
57,113,56,372545.26338310924
57,114,57,384171.9431070734
57,115,58,396036.1254137575
57,116,59,408142.1576306472
57,117,60,420494.4635614278
57,118,61,433097.54481006664
57,119,62,445955.98212766816
57,120,63,459074.43678249256
62,62,0,0
62,63,1,2341.1442542787286
62,64,2,4903.682390235406
62,65,3,7668.545204376028
62,66,4,10574.013369435665
62,67,5,13606.119123396044
62,68,6,16762.19109835492
62,69,7,20039.025629230226
62,70,8,47787.59037807344
62,71,9,53817.555928246125
62,72,10,59719.92083366297
62,73,11,65382.96326193371
62,74,12,70764.02931518886
62,75,13,75766.17862886474
62,76,14,80598.4633037645
62,77,15,85168.42722663839
62,78,16,89307.47688973082
62,79,17,92941.26026433663
62,80,18,96006.02081915295
62,81,19,99093.8902350231
62,82,20,101959.64076452586
62,83,21,104297.51877037535
62,84,22,105964.99772150448
62,85,23,106879.00832969185
62,86,24,108178.49912887535
62,87,25,109050.0685428436
62,88,26,109121.15785394452
62,89,27,110017.97669778777
62,90,28,115743.8968189243
62,91,29,121596.00363062818
62,92,30,127576.66356567944
62,93,31,133688.28507471769
62,94,32,139933.3193564981
62,95,33,146314.2611007274
62,96,34,152833.64924369543
62,97,35,159494.06773692215
62,98,36,166298.14632904343
62,99,37,173248.56136116266
62,100,38,180348.03657589955
62,101,39,187599.34394037066
62,102,40,195005.30448334132
62,103,41,202568.7891467919
62,104,42,210292.7196521455
62,105,43,218180.0693814086
62,106,44,226233.8642734815
62,107,45,234457.18373589753
62,108,46,242853.1615722565
62,109,47,251424.98692562128
62,110,48,260175.90523815202
62,111,49,269109.2192272558
62,112,50,278228.2898785354
62,113,51,287536.5374558255
62,114,52,297037.4425286092
62,115,53,306734.5470171132
62,116,54,316631.4552553849
62,117,55,326731.8350726594
62,118,56,337039.4188933312
62,119,57,347558.0048558482
62,120,58,358291.4579508545
67,67,0,0
67,68,1,1724.6552567237165
67,69,2,3612.4051716020963
67,70,3,5649.201997689445
67,71,4,7789.57883903761
67,72,5,10023.246037439732
67,73,6,12348.235671146937
67,74,7,14762.187690019437
67,75,8,30783.47345411187
67,76,9,34432.989541201525
67,77,10,37964.19300407083
67,78,11,41272.695055560005
67,79,12,44321.135620021065
67,80,13,47035.41223107295
67,81,14,49705.62507918649
67,82,15,52220.90783008482
67,83,16,54412.28811785125
67,84,17,56220.597771207846
67,85,18,57587.979215652704
67,86,19,59163.25547970801
67,87,20,60459.801136554175
67,88,21,61265.01317924053
67,89,22,61435.81391899368
67,90,23,65070.42698051189
67,91,24,68933.55093793159
67,92,25,72882.95904010927
67,93,26,76920.2759578022
67,94,27,81047.15525289316
67,95,28,85265.27988081818
67,96,29,89576.36270165155
67,97,30,93982.14699999707
67,98,31,98484.40701383626
67,99,32,103084.94847248751
67,100,33,107785.60914383232
67,101,34,112588.25939096801
67,102,35,117494.80273844843
67,103,36,122507.17644827715
67,104,37,127627.35210582073
67,105,38,132857.33621581225
67,106,39,138199.170808618
67,107,40,143654.9340569437
67,108,41,149226.7409031596
67,109,42,154916.74369742602
67,110,43,160727.13284680498
67,111,44,166660.13747554686
67,112,45,172718.02609674318
67,113,46,178903.10729554074
67,114,47,185217.7304241154
67,115,48,191664.28630860776
67,116,49,198245.20796822495
67,117,50,204962.97134671852
67,118,51,211820.09605644943
67,119,52,218819.14613525703
67,120,53,225962.73081635137
